vol,trend,vol_momentum,spread,ticker,regime
0.013485558349062933,-0.00707751419493737,0.9999999999999988,0.015744252531954717,ADANIENT.NS,1
0.00942013203673649,-0.002312629570143887,0.7993996146780761,0.006990817694859908,ADANIENT.NS,0
0.010487905957247568,-0.0025273576979757033,0.9609980378876902,0.00885627051271107,ADANIENT.NS,0
0.011080734790988579,-0.0007967193883165292,1.0074729189205314,0.015275434812483862,ADANIENT.NS,1
0.01707828510534015,0.04711590209592424,2.54657841202712,0.04843942791159382,ADANIENT.NS,3
0.009126159252104207,0.0008400353203049682,0.9999999999999992,0.009498080628255223,ADANIPORTS.NS,0
0.009938796672953129,0.007049221362501967,1.4332113958236463,0.010297264891780586,ADANIPORTS.NS,0
0.010201808739838168,-6.388551869876482e-05,0.7547211681895779,0.008801360940882156,ADANIPORTS.NS,0
0.008272754494984012,-0.011246253236095908,0.7748056641597683,0.014694860837897115,ADANIPORTS.NS,1
0.010832306100863782,0.01531390922224148,1.061000107795363,0.018121735344395238,ADANIPORTS.NS,2
0.0100258608603273,-0.0007426025653505992,0.9999999999999964,0.01748827876467953,APOLLOHOSP.NS,1
0.008769343801636112,-0.002856695457779462,1.0055282092832294,0.010042028279306864,APOLLOHOSP.NS,0
0.010325375647256,-0.0017432953953478623,0.6233625547006814,0.011191739520147723,APOLLOHOSP.NS,0
0.01142203757949524,0.011546352882871418,1.1390445169775019,0.012183810000571211,APOLLOHOSP.NS,2
0.015710724308557807,0.028837900243631275,1.0084732536385166,0.02779730141444658,APOLLOHOSP.NS,2
0.010060398628165487,0.008640809665054539,0.9999999999999984,0.012324867109182496,ASIANPAINT.NS,0
0.008877662917107468,-0.005901536776913507,0.6882299117322747,0.012703715474255731,ASIANPAINT.NS,0
0.00801620484759752,0.004577281775707986,0.5099896474578987,0.009068851251751286,ASIANPAINT.NS,0
0.008532825495935883,0.0036674538974940927,0.6684036718245489,0.006847017971183241,ASIANPAINT.NS,0
0.009948843615126516,0.004812151935854084,1.0672476472403585,0.012839548036623034,ASIANPAINT.NS,0
0.010620568383023776,-0.004813850242259295,0.9999999999999997,0.014529910300550543,AXISBANK.NS,1
0.008763175165666139,0.00764754212028107,1.4833543552362505,0.013212695888689988,AXISBANK.NS,0
0.008744311934419791,-0.002786814104241935,1.0141908675374764,0.012684953294070779,AXISBANK.NS,0
0.007361110749600932,-0.00725053658917285,1.04675739226819,0.01326122475931651,AXISBANK.NS,0
0.008416492424721126,0.0008799927374104563,1.0270106627782458,0.008429270372992504,AXISBANK.NS,0
0.011135531950654596,0.011780223283980859,0.9999999999999988,0.013467902098168776,BAJAJFINSV.NS,2
0.009229058435215893,-0.00489262038512613,0.47429089290256876,0.008420417710318708,BAJAJFINSV.NS,0
0.013442200764105088,0.010580787621851412,1.2260876397535603,0.01058542498870196,BAJAJFINSV.NS,2
0.008413342153450314,-0.012002202662693511,0.6341048644280985,0.01595974365403877,BAJAJFINSV.NS,1
0.01083669288513593,0.003692515683484091,0.6464300821524005,0.012328291501805975,BAJAJFINSV.NS,0
0.011079390981076877,-0.0011027273317964308,0.9999999999999997,0.014512406244056572,BAJFINANCE.NS,1
0.011838112787211388,-0.002576381800489437,2.5623350141112344,0.011672416683833882,BAJFINANCE.NS,2
0.010380893483180017,-0.0005934205924659578,0.5778216681524843,0.00894895375407012,BAJFINANCE.NS,0
0.011030877859860642,-0.01113904677344089,0.9900050123553646,0.016393609253787224,BAJFINANCE.NS,1
0.010954911885818108,0.01454295132949627,0.6894980162120621,0.018652370769036076,BAJFINANCE.NS,2
0.011709699645965618,-0.006466844592601347,0.9999999999999998,0.015057637731038001,BEL.NS,1
0.009772003760034958,-0.003566440148515593,0.6878931760103478,0.012922883817040692,BEL.NS,0
0.01104904865313644,0.00972552113937312,1.519247016185633,0.016079838691637635,BEL.NS,2
0.008265548430590706,-0.01106799497413021,0.9063547766101179,0.0214038195249368,BEL.NS,1
0.01172486897590194,0.01757472220376329,0.9541199805153796,0.01784644091983836,BEL.NS,2
0.012460495523197347,-0.011790129042390492,0.9999999999999998,0.020511426540295762,BPCL.NS,1
0.01626630567903987,0.0035150364725720085,1.1394912221916529,0.0194659884425679,BPCL.NS,2
0.01313346097613846,0.01158874699152583,1.006216326931781,0.018807621318142943,BPCL.NS,2
0.012665987323058491,-0.003998074845348155,0.812099459393173,0.018597195094661685,BPCL.NS,1
0.013605212795107955,0.021382878607393324,1.432611922313985,0.026903927151575444,BPCL.NS,2
0.009229471841298478,-0.004050662800752318,0.9999999999999998,0.010098651027141286,BHARTIARTL.NS,0
0.007815586498024064,-0.002841768786149945,0.9943280535477416,0.00956664133977344,BHARTIARTL.NS,0
